Customer_ID,Age,Employment_Status,Income_USD,Credit_Score,Total_BNPL_Active_Loans,Total_BNPL_Debt_USD,Late_Payment_History,Shopping_Category_Most_Frequent,Average_Transaction_Value_USD
C08877,26,Student,11040.0,566.0,5,1085,No,Fashion,148
C08878,45,Employed,81653.0,661.0,2,121,No,Fashion,67
C08879,20,Employed,51342.0,679.0,3,522,No,Fashion,80
C08880,60,Student,12316.0,519.0,1,59,Yes,Home/Furniture,235
C08881,46,Freelancer,15031.0,585.0,1,163,Yes,Groceries/Essentials,60
C08882,40,Student,12590.0,603.0,0,0,No,Travel,608
C08883,33,Employed,64655.0,779.0,1,135,Yes,Fashion,118
C08884,23,Employed,76047.0,762.0,2,415,No,Home/Furniture,430
C08885,40,Student,13456.0,634.0,0,0,No,Fashion,172
C08886,28,Student,20351.0,478.0,1,160,Yes,Electronics,840
C08887,23,Employed,68480.0,669.0,4,526,No,Fashion,72
C08888,20,Freelancer,78851.0,630.0,2,324,Yes,Home/Furniture,415
C08889,26,Employed,53177.0,681.0,1,127,No,Fashion,165
C08890,18,Freelancer,24805.0,583.0,2,203,No,Electronics,458
C08891,53,Student,15206.0,618.0,2,387,No,Fashion,92
C08892,48,Student,14365.0,565.0,2,223,No,Travel,824
C08893,33,Student,17734.0,661.0,1,119,No,Electronics,508
C08894,18,Employed,73200.0,731.0,5,603,No,Home/Furniture,267
C08895,23,Employed,53423.0,652.0,1,111,No,Electronics,729
C08896,36,Student,,597.0,2,332,Yes,Fashion,65
C08897,19,Employed,63400.0,717.0,3,390,No,Fashion,74
C08898,46,Employed,87427.0,706.0,1,183,No,Home/Furniture,296
C08899,26,Employed,85814.0,735.0,1,201,No,Electronics,487
C08900,21,Employed,68871.0,703.0,0,0,No,Electronics,333
C08901,47,Student,8811.0,524.0,2,122,No,Electronics,711
C08902,24,Student,20362.0,639.0,2,247,Yes,Fashion,66
C08903,21,Employed,33818.0,746.0,6,1252,No,Electronics,332
C08904,23,Student,6835.0,589.0,1,98,No,Fashion,115
C08905,32,Unemployed,20736.0,490.0,3,542,Yes,Travel,733
C08906,42,Student,19788.0,648.0,3,641,Yes,Home/Furniture,489
C08907,43,Employed,50548.0,704.0,1,199,No,Electronics,190
C08908,53,Employed,33908.0,709.0,1,168,No,Fashion,118
C08909,21,Employed,71829.0,722.0,3,310,No,Fashion,181
C08910,32,Employed,89944.0,754.0,3,454,No,Electronics,397
C08911,39,Employed,63151.0,632.0,1,147,Yes,Home/Furniture,463
C08912,35,Employed,83553.0,638.0,0,0,Yes,Fashion,105
C08913,20,Student,18382.0,603.0,1,196,No,Home/Furniture,461
C08914,24,Student,19673.0,607.0,3,487,No,Fashion,69
C08915,45,Employed,58665.0,819.0,0,0,No,Travel,658
C08916,19,Unemployed,5757.0,658.0,0,0,No,Home/Furniture,320
C08917,41,Student,15847.0,629.0,1,81,Yes,Electronics,625
C08918,29,Employed,41250.0,689.0,2,197,No,Electronics,540
C08919,28,Employed,80284.0,710.0,1,161,No,Electronics,664
C08920,50,Employed,81450.0,743.0,1,120,No,Fashion,160
C08921,60,Unemployed,17426.0,511.0,1,98,Yes,Home/Furniture,390
C08922,58,Student,10523.0,550.0,3,556,Yes,Electronics,569
C08923,48,Employed,77528.0,615.0,4,771,No,Electronics,657
C08924,25,Employed,76567.0,622.0,2,449,No,Travel,737
C08925,54,Student,11352.0,595.0,1,174,No,Fashion,103
C08926,34,Employed,44053.0,564.0,1,189,No,Fashion,111
C08927,19,Freelancer,28155.0,768.0,3,334,Yes,Fashion,127
C08928,33,Student,5000.0,625.0,5,1017,Yes,Home/Furniture,467
C08929,30,Employed,98156.0,674.0,6,1336,No,Fashion,75
C08930,43,Student,25478.0,695.0,2,359,No,Travel,527
C08931,33,Employed,73071.0,660.0,3,490,No,Fashion,10
C08932,32,Employed,83235.0,696.0,8,1079,No,Home/Furniture,388
C08933,29,Employed,51481.0,697.0,0,0,No,Electronics,632
C08934,30,Employed,67698.0,699.0,5,615,No,Fashion,33
C08935,31,Student,,697.0,0,0,No,Fashion,157
C08936,40,Employed,61353.0,741.0,1,132,Yes,Fashion,26
C08937,40,Employed,23403.0,751.0,5,382,No,Fashion,118
C08938,28,Employed,61666.0,632.0,1,115,No,Electronics,774
C08939,22,Employed,45895.0,671.0,1,156,Yes,Fashion,122
C08940,22,Employed,82389.0,657.0,4,785,No,Fashion,136
C08941,26,Student,14415.0,540.0,2,305,Yes,Fashion,91
C08942,23,Employed,81034.0,702.0,1,195,No,Home/Furniture,237
C08943,31,Student,10124.0,636.0,2,277,No,Fashion,112
C08944,19,Employed,26275.0,693.0,5,637,No,Electronics,314
C08945,35,Employed,102609.0,642.0,2,220,No,Home/Furniture,509
C08946,38,Unemployed,25841.0,529.0,0,0,No,Groceries/Essentials,78
C08947,35,Employed,72994.0,583.0,3,353,No,Fashion,84
C08948,63,Employed,60770.0,746.0,0,0,No,Fashion,145
C08949,52,Employed,,692.0,3,517,No,Fashion,89
C08950,61,Employed,94680.0,639.0,2,401,No,Fashion,101
C08951,23,Employed,37866.0,702.0,1,213,No,Travel,884
C08952,27,Freelancer,34133.0,798.0,1,90,No,Fashion,119
C08953,27,Employed,57105.0,767.0,4,616,No,Travel,1077
C08954,39,Employed,90680.0,725.0,1,266,No,Fashion,159
C08955,19,Employed,66497.0,720.0,2,329,No,Electronics,391
C08956,36,Employed,78599.0,662.0,4,567,No,Fashion,18
C08957,21,Freelancer,35621.0,543.0,2,248,Yes,Electronics,477
C08958,25,Employed,51308.0,645.0,1,131,Yes,Fashion,76
C08959,45,Freelancer,61855.0,555.0,1,97,Yes,Fashion,70
C08960,21,Employed,109152.0,679.0,1,122,No,Home/Furniture,331
C08961,31,Employed,56912.0,758.0,2,252,No,Fashion,79
C08962,23,Employed,63156.0,685.0,2,292,No,Electronics,678
C08963,40,Student,18464.0,735.0,3,368,No,Home/Furniture,407
C08964,23,Employed,84991.0,678.0,2,431,No,Home/Furniture,242
C08965,40,Employed,51829.0,735.0,1,126,No,Electronics,277
C08966,34,Student,5338.0,573.0,6,781,No,Home/Furniture,442
C08967,35,Employed,56176.0,670.0,2,400,No,Fashion,58
C08968,23,Employed,27904.0,649.0,1,207,No,Home/Furniture,558
C08969,27,Employed,72810.0,679.0,0,0,No,Fashion,116
C08970,61,Student,11949.0,558.0,2,408,Yes,Fashion,105
C08971,19,Employed,92141.0,,3,400,Yes,Electronics,490
C08972,20,Student,18357.0,618.0,1,159,Yes,Fashion,82
C08973,22,Student,11993.0,734.0,2,479,No,Fashion,62
C08974,35,Employed,75996.0,663.0,1,113,Yes,Electronics,906
C08975,33,Freelancer,85281.0,708.0,3,423,Yes,Groceries/Essentials,51
C08976,40,Student,9778.0,544.0,2,301,Yes,Electronics,480
C08977,38,Employed,35381.0,676.0,8,1583,No,Electronics,414
C08978,42,Student,11453.0,532.0,2,404,Yes,Groceries/Essentials,29
C08979,33,Freelancer,37090.0,612.0,1,79,No,Electronics,789
C08980,18,Employed,30717.0,687.0,2,187,No,Fashion,92
C08981,21,Freelancer,31530.0,660.0,4,556,No,Electronics,307
C08982,37,Student,9173.0,705.0,3,553,No,Home/Furniture,445
C08983,32,Freelancer,35863.0,707.0,2,335,No,Electronics,401
C08984,41,Student,22288.0,586.0,4,301,No,Fashion,48
C08985,37,Student,15984.0,500.0,1,138,Yes,Electronics,255
C08986,24,Employed,87066.0,716.0,1,106,No,Travel,797
C08987,64,Freelancer,62870.0,619.0,3,382,Yes,Home/Furniture,239
C08988,34,Employed,59629.0,664.0,1,176,No,Groceries/Essentials,61
C08989,52,Freelancer,60340.0,629.0,1,172,No,Home/Furniture,338
C08990,18,Unemployed,5000.0,561.0,3,384,No,Electronics,464
C08991,22,Employed,123609.0,720.0,2,293,No,Electronics,576
C08992,23,Student,11554.0,599.0,1,225,No,Fashion,114
C08993,33,Employed,66172.0,726.0,2,289,No,Home/Furniture,223
C08994,25,Freelancer,46972.0,647.0,6,503,No,Fashion,99
C08995,20,Student,12929.0,540.0,2,284,Yes,Electronics,313
C08996,52,Employed,90507.0,736.0,0,0,No,Travel,742
C08997,38,Unemployed,17480.0,,3,379,No,Groceries/Essentials,65
C08998,40,Employed,71840.0,712.0,1,149,No,Fashion,49
C08999,37,Employed,96200.0,723.0,5,775,No,Travel,635
C09000,23,Employed,97562.0,704.0,4,866,No,Fashion,81
C09001,18,Employed,67320.0,621.0,1,114,Yes,Travel,658
C09002,19,Employed,70816.0,606.0,2,371,No,Groceries/Essentials,49
C09003,30,Employed,63450.0,744.0,2,6,No,Home/Furniture,473
C09004,20,Employed,78752.0,697.0,5,774,No,Fashion,161
C09005,27,Unemployed,9716.0,539.0,2,213,Yes,Fashion,137
C09006,25,Unemployed,24386.0,,3,305,Yes,Fashion,70
C09007,23,Employed,76049.0,696.0,1,140,No,Electronics,598
C09008,27,Employed,84981.0,606.0,5,854,No,Fashion,46
C09009,22,Freelancer,75899.0,613.0,2,221,No,Fashion,148
C09010,41,Freelancer,85896.0,645.0,1,151,No,Fashion,10
C09011,63,Employed,45172.0,713.0,1,145,No,Electronics,480
C09012,20,Employed,63795.0,702.0,3,744,No,Home/Furniture,427
C09013,57,Employed,101614.0,632.0,0,0,No,Home/Furniture,230
C09014,48,Employed,81866.0,730.0,1,202,No,Groceries/Essentials,37
C09015,38,Employed,62961.0,683.0,1,172,No,Home/Furniture,455
C09016,33,Student,7185.0,634.0,1,160,No,Fashion,73
C09017,28,Employed,104047.0,680.0,2,233,No,Electronics,103
C09018,34,Freelancer,8074.0,612.0,1,119,No,Fashion,62
C09019,37,Freelancer,61049.0,691.0,3,547,Yes,Travel,792
C09020,23,Employed,102191.0,711.0,3,346,No,Electronics,616
C09021,50,Employed,75119.0,733.0,1,200,No,Fashion,118
C09022,31,Employed,83407.0,716.0,1,99,No,Fashion,80
C09023,56,Employed,60254.0,638.0,2,60,No,Home/Furniture,423
C09024,24,Employed,73864.0,624.0,2,457,No,Fashion,163
C09025,21,Student,16438.0,485.0,3,612,Yes,Fashion,102
C09026,34,Employed,,766.0,3,208,No,Fashion,62
C09027,28,Employed,70579.0,631.0,1,71,Yes,Electronics,546
C09028,34,Employed,72722.0,764.0,4,390,No,Fashion,59
C09029,19,Student,14706.0,533.0,2,219,Yes,Fashion,105
C09030,43,Employed,69532.0,777.0,2,340,No,Fashion,51
C09031,18,Employed,90328.0,632.0,5,635,Yes,Fashion,20
C09032,23,Student,13426.0,555.0,4,957,No,Electronics,295
C09033,54,Freelancer,35578.0,669.0,1,140,No,Fashion,107
C09034,53,Freelancer,53093.0,611.0,7,1336,No,Fashion,31
C09035,63,Employed,91950.0,680.0,0,0,No,Electronics,370
C09036,23,Student,10329.0,648.0,4,1040,Yes,Home/Furniture,448
C09037,19,Employed,107636.0,720.0,4,357,No,Fashion,36
C09038,39,Employed,23069.0,700.0,1,151,No,Home/Furniture,443
C09039,19,Employed,55581.0,755.0,2,215,No,Groceries/Essentials,33
C09040,29,Unemployed,5000.0,546.0,1,193,Yes,Electronics,621
C09041,23,Employed,69796.0,651.0,1,133,No,Fashion,20
C09042,34,Student,13882.0,678.0,1,216,No,Groceries/Essentials,10
C09043,22,Employed,77094.0,,1,166,No,Fashion,130
C09044,22,Employed,52608.0,609.0,1,193,No,Home/Furniture,421
C09045,55,Student,18463.0,697.0,0,0,No,Electronics,758
C09046,35,Employed,65982.0,692.0,6,585,No,Travel,947
C09047,28,Employed,48881.0,728.0,1,128,No,Electronics,533
C09048,29,Employed,102124.0,,4,466,Yes,Travel,554
C09049,26,Employed,65897.0,636.0,5,418,No,Home/Furniture,423
C09050,49,Student,19071.0,675.0,2,373,No,Electronics,307
C09051,56,Employed,72731.0,612.0,1,150,Yes,Electronics,399
C09052,18,Freelancer,28601.0,748.0,2,430,No,Travel,803
C09053,27,Employed,96196.0,740.0,2,253,No,Fashion,196
C09054,46,Employed,95455.0,686.0,5,683,No,Home/Furniture,436
C09055,20,Freelancer,5000.0,577.0,4,237,Yes,Fashion,142
C09056,32,Employed,58031.0,695.0,2,228,No,Fashion,173
C09057,39,Employed,100470.0,784.0,2,350,No,Electronics,411
C09058,22,Freelancer,33293.0,637.0,6,1345,No,Electronics,479
C09059,21,Student,22613.0,702.0,1,81,No,Fashion,128
C09060,25,Employed,55817.0,742.0,2,384,No,Travel,554
C09061,44,Employed,70631.0,674.0,2,461,No,Fashion,86
C09062,57,Student,20469.0,678.0,0,0,Yes,Home/Furniture,427
C09063,32,Employed,68134.0,643.0,1,37,Yes,Fashion,88
C09064,44,Freelancer,12596.0,551.0,3,491,No,Electronics,544
C09065,63,Employed,,735.0,2,96,No,Electronics,588
C09066,53,Student,17961.0,613.0,0,0,No,Electronics,661
C09067,43,Unemployed,8406.0,493.0,0,0,Yes,Fashion,10
C09068,51,Employed,53082.0,776.0,1,89,No,Electronics,725
C09069,22,Employed,96916.0,,2,268,No,Home/Furniture,446
C09070,33,Employed,42403.0,605.0,4,789,Yes,Electronics,661
C09071,20,Employed,78098.0,753.0,2,366,No,Fashion,105
C09072,18,Student,5000.0,562.0,2,538,No,Travel,1010
C09073,58,Student,19075.0,552.0,2,330,Yes,Fashion,154
C09074,60,Employed,67305.0,669.0,2,316,No,Home/Furniture,480
C09075,21,Student,12710.0,499.0,0,0,Yes,Electronics,564
C09076,58,Employed,80028.0,651.0,2,392,Yes,Fashion,112
C09077,31,Freelancer,58366.0,732.0,1,187,No,Fashion,101
C09078,25,Freelancer,40293.0,635.0,1,200,No,Fashion,131
C09079,25,Employed,61747.0,605.0,10,1342,Yes,Fashion,95
C09080,29,Student,21643.0,549.0,3,315,Yes,Electronics,590
C09081,61,Employed,109142.0,695.0,6,699,No,Electronics,662
C09082,53,Unemployed,10753.0,615.0,2,377,Yes,Groceries/Essentials,69
C09083,33,Employed,47601.0,689.0,3,422,No,Travel,482
C09084,21,Student,11878.0,536.0,2,269,No,Electronics,381
C09085,25,Employed,77511.0,604.0,1,151,No,Fashion,152
C09086,39,Employed,58357.0,682.0,6,824,No,Electronics,462
C09087,19,Freelancer,46753.0,545.0,4,654,Yes,Electronics,627
C09088,27,Freelancer,106680.0,689.0,1,103,No,Electronics,493
C09089,32,Employed,78646.0,696.0,3,580,No,Fashion,121
C09090,25,Employed,94777.0,701.0,1,79,No,Electronics,712
C09091,52,Employed,76676.0,719.0,2,441,No,Groceries/Essentials,24
C09092,33,Employed,97576.0,693.0,0,0,No,Home/Furniture,455
C09093,48,Freelancer,92781.0,714.0,5,492,No,Electronics,360
C09094,41,Employed,63636.0,742.0,3,358,Yes,Travel,1287
C09095,20,Freelancer,62455.0,556.0,2,337,No,Fashion,67
C09096,41,Employed,113395.0,683.0,3,674,No,Fashion,71
C09097,59,Freelancer,90124.0,619.0,2,296,No,Electronics,590
C09098,19,Employed,55559.0,679.0,5,433,Yes,Electronics,408
C09099,26,Freelancer,48010.0,563.0,2,356,No,Electronics,441
C09100,31,Employed,70313.0,640.0,1,116,Yes,Electronics,466
C09101,32,Employed,69459.0,746.0,3,545,No,Home/Furniture,451
C09102,26,Employed,78892.0,644.0,2,371,Yes,Electronics,509
C09103,32,Employed,61486.0,701.0,1,177,No,Fashion,41
C09104,36,Employed,84905.0,716.0,1,117,No,Travel,803
C09105,32,Student,,562.0,1,99,No,Electronics,585
C09106,64,Freelancer,20053.0,605.0,2,207,No,Fashion,82
C09107,41,Employed,100418.0,678.0,0,0,No,Groceries/Essentials,59
C09108,39,Freelancer,81197.0,591.0,1,157,No,Fashion,113
C09109,18,Employed,93819.0,676.0,1,355,No,Travel,1003
C09110,21,Student,14628.0,610.0,1,209,No,Fashion,53
C09111,18,Freelancer,10486.0,628.0,1,165,Yes,Fashion,126
C09112,37,Employed,62418.0,661.0,0,0,No,Fashion,90
C09113,40,Student,11336.0,599.0,2,63,No,Fashion,39
C09114,23,Freelancer,64637.0,607.0,5,264,No,Fashion,77
C09115,26,Employed,74472.0,646.0,2,330,Yes,Fashion,94
C09116,59,Employed,61068.0,638.0,5,715,Yes,Electronics,618
C09117,28,Employed,59935.0,646.0,3,462,No,Fashion,91
C09118,21,Unemployed,,591.0,3,459,No,Groceries/Essentials,51
C09119,27,Employed,46825.0,723.0,2,246,No,Home/Furniture,372
C09120,52,Freelancer,53232.0,719.0,2,271,No,Home/Furniture,433
C09121,18,Employed,85509.0,754.0,2,294,No,Electronics,427
C09122,26,Freelancer,52945.0,743.0,2,368,No,Fashion,77
C09123,30,Employed,77144.0,693.0,1,169,No,Home/Furniture,504
C09124,21,Employed,79382.0,574.0,2,334,No,Home/Furniture,418
C09125,61,Freelancer,91637.0,660.0,3,621,No,Fashion,116
C09126,19,Employed,34084.0,660.0,5,491,No,Electronics,718
C09127,18,Employed,76796.0,615.0,2,418,No,Fashion,11
C09128,50,Student,13817.0,688.0,4,677,No,Electronics,495
C09129,44,Employed,,698.0,8,1066,No,Electronics,312
C09130,41,Unemployed,8891.0,644.0,5,1008,Yes,Fashion,92
C09131,40,Student,17488.0,640.0,2,204,Yes,Home/Furniture,385
C09132,50,Employed,62940.0,722.0,3,678,No,Fashion,84
C09133,28,Freelancer,63398.0,477.0,1,192,Yes,Home/Furniture,311
C09134,48,Employed,88782.0,681.0,2,262,No,Fashion,97
C09135,28,Student,6439.0,602.0,2,234,No,Home/Furniture,529
C09136,36,Employed,62210.0,715.0,2,258,No,Home/Furniture,330
C09137,34,Freelancer,47085.0,584.0,1,184,Yes,Travel,711
C09138,36,Employed,100135.0,702.0,2,429,No,Fashion,33
C09139,27,Freelancer,75937.0,674.0,1,241,No,Travel,1043
C09140,60,Employed,81816.0,776.0,7,1225,No,Fashion,123
C09141,24,Employed,100421.0,755.0,2,92,No,Travel,531
C09142,56,Employed,115756.0,792.0,1,128,No,Home/Furniture,599
C09143,20,Employed,81777.0,660.0,2,363,No,Groceries/Essentials,83
C09144,20,Student,18520.0,555.0,2,305,No,Fashion,10
C09145,19,Employed,50362.0,662.0,6,719,No,Fashion,109
C09146,20,Student,14996.0,580.0,5,775,No,Electronics,139
C09147,30,Employed,84809.0,658.0,2,287,No,Home/Furniture,358
C09148,52,Employed,50547.0,685.0,3,707,No,Fashion,77
C09149,34,Freelancer,61361.0,664.0,2,226,No,Fashion,112
C09150,44,Employed,71985.0,710.0,4,811,No,Home/Furniture,366
C09151,21,Student,23156.0,689.0,3,572,No,Fashion,76
C09152,28,Unemployed,12994.0,572.0,1,203,No,Fashion,167
C09153,38,Employed,102922.0,633.0,3,301,Yes,Travel,296
C09154,36,Employed,91585.0,678.0,4,263,No,Travel,614
C09155,38,Student,14056.0,626.0,1,111,No,Electronics,234
C09156,27,Employed,72291.0,804.0,2,277,No,Home/Furniture,319
C09157,45,Unemployed,5000.0,484.0,3,697,Yes,Fashion,104
C09158,46,Employed,62294.0,799.0,3,332,No,Home/Furniture,205
C09159,26,Employed,126766.0,670.0,1,130,No,Electronics,543
C09160,48,Student,18493.0,620.0,0,0,No,Fashion,89
C09161,45,Employed,35844.0,630.0,3,749,No,Home/Furniture,359
C09162,22,Employed,61168.0,699.0,6,1089,Yes,Electronics,480
C09163,38,Student,5000.0,723.0,1,192,No,Electronics,405
C09164,42,Freelancer,34555.0,608.0,1,207,Yes,Fashion,96
C09165,41,Employed,43233.0,698.0,1,101,No,Fashion,45
C09166,48,Employed,79737.0,646.0,2,180,No,Fashion,101
C09167,38,Employed,55444.0,649.0,7,795,Yes,Electronics,674
C09168,21,Employed,83600.0,701.0,5,794,No,Electronics,382
C09169,28,Employed,23983.0,645.0,3,540,Yes,Electronics,432
C09170,21,Employed,28396.0,767.0,2,324,No,Electronics,111
C09171,24,Employed,56688.0,679.0,1,119,No,Fashion,21
C09172,23,Unemployed,16488.0,558.0,2,450,No,Electronics,621
C09173,32,Freelancer,94387.0,611.0,2,496,Yes,Fashion,75
C09174,24,Employed,54981.0,729.0,3,542,No,Fashion,45
C09175,49,Student,7491.0,431.0,0,0,Yes,Electronics,455
C09176,48,Employed,110450.0,708.0,2,403,No,Travel,1086
C09177,33,Employed,73255.0,737.0,2,283,No,Travel,1109
C09178,21,Student,18727.0,547.0,1,260,Yes,Fashion,117
C09179,19,Employed,61806.0,655.0,1,256,No,Electronics,498
C09180,27,Freelancer,75431.0,612.0,1,239,No,Fashion,112
C09181,42,Employed,38984.0,717.0,7,596,No,Electronics,558
C09182,28,Freelancer,18885.0,526.0,3,454,Yes,Fashion,93
C09183,34,Student,13575.0,623.0,2,467,Yes,Electronics,428
C09184,64,Student,19507.0,596.0,3,452,Yes,Electronics,225
C09185,30,Employed,101225.0,668.0,2,216,No,Home/Furniture,245
C09186,26,Employed,43040.0,628.0,1,98,No,Electronics,351
C09187,28,Employed,113658.0,737.0,1,237,No,Fashion,93
C09188,26,Employed,109033.0,764.0,1,105,No,Electronics,486
C09189,41,Employed,24113.0,684.0,2,152,No,Fashion,121
C09190,34,Employed,66571.0,634.0,0,0,Yes,Fashion,45
C09191,52,Employed,79797.0,730.0,2,253,No,Electronics,558
C09192,50,Employed,45144.0,704.0,1,169,No,Fashion,83
C09193,40,Employed,13899.0,730.0,0,0,No,Electronics,431
C09194,51,Employed,55054.0,711.0,1,108,No,Electronics,577
C09195,28,Unemployed,7456.0,367.0,2,356,Yes,Fashion,128
C09196,29,Student,10548.0,558.0,4,99,No,Fashion,146
C09197,32,Freelancer,94388.0,618.0,0,0,Yes,Electronics,602
C09198,50,Student,14078.0,661.0,1,116,No,Home/Furniture,556
C09199,22,Employed,83659.0,702.0,3,473,No,Fashion,30
C09200,31,Student,13969.0,605.0,4,546,Yes,Fashion,176
C09201,64,Employed,77468.0,653.0,2,351,No,Fashion,42
C09202,22,Student,14770.0,531.0,1,158,Yes,Groceries/Essentials,48
C09203,44,Employed,107224.0,690.0,1,232,No,Fashion,55
C09204,49,Employed,84035.0,679.0,2,259,No,Fashion,122
C09205,31,Freelancer,31586.0,709.0,2,144,No,Fashion,153
C09206,23,Freelancer,54767.0,677.0,4,1077,No,Electronics,524
C09207,21,Employed,54922.0,673.0,2,478,No,Fashion,76
C09208,37,Student,11213.0,734.0,7,889,No,Electronics,545
C09209,47,Employed,83338.0,673.0,2,312,Yes,Electronics,399
C09210,51,Employed,103393.0,712.0,4,689,No,Fashion,104
C09211,23,Employed,73475.0,666.0,2,327,No,Electronics,658
C09212,23,Employed,66865.0,763.0,3,444,No,Electronics,742
C09213,42,Freelancer,77364.0,576.0,2,149,No,Electronics,449
C09214,35,Employed,79560.0,659.0,3,335,No,Fashion,147
C09215,31,Freelancer,47369.0,707.0,0,0,No,Travel,555
C09216,33,Employed,59937.0,754.0,2,458,No,Travel,705
C09217,22,Employed,64037.0,691.0,2,286,No,Electronics,365
C09218,40,Freelancer,5000.0,719.0,1,138,No,Electronics,615
C09219,19,Student,15617.0,584.0,2,261,No,Fashion,77
C09220,30,Employed,96561.0,602.0,1,120,No,Fashion,93
C09221,54,Student,15650.0,668.0,2,306,No,Fashion,189
C09222,44,Freelancer,98723.0,725.0,3,507,Yes,Electronics,379
C09223,18,Employed,36406.0,756.0,1,89,No,Electronics,344
C09224,29,Employed,85377.0,630.0,6,1317,No,Electronics,303
C09225,57,Employed,52520.0,619.0,2,242,No,Electronics,382
C09226,22,Employed,61843.0,687.0,1,188,No,Groceries/Essentials,42
C09227,51,Employed,19546.0,689.0,3,526,No,Groceries/Essentials,55
C09228,24,Employed,57477.0,681.0,2,282,No,Electronics,394
C09229,20,Student,23476.0,612.0,1,128,No,Fashion,112
C09230,25,Student,10690.0,492.0,1,98,No,Fashion,115
C09231,54,Student,17774.0,625.0,5,919,Yes,Fashion,124
C09232,20,Student,12384.0,469.0,3,469,No,Home/Furniture,329
C09233,19,Student,7430.0,800.0,1,95,Yes,Fashion,58
C09234,34,Employed,43462.0,777.0,2,266,No,Home/Furniture,319
C09235,34,Employed,82807.0,739.0,5,1064,No,Electronics,716
C09236,54,Unemployed,11503.0,606.0,4,578,Yes,Electronics,547
C09237,24,Unemployed,24893.0,518.0,1,144,Yes,Electronics,547
C09238,42,Employed,72625.0,,2,201,No,Groceries/Essentials,64
C09239,24,Employed,99427.0,755.0,1,200,No,Fashion,72
C09240,42,Employed,34922.0,684.0,4,243,Yes,Fashion,30
C09241,31,Employed,66415.0,678.0,2,362,No,Home/Furniture,490
C09242,23,Freelancer,115073.0,696.0,2,380,No,Electronics,622
C09243,29,Employed,81867.0,745.0,4,560,No,Travel,728
C09244,24,Employed,78771.0,717.0,2,434,No,Electronics,368
C09245,27,Employed,81495.0,703.0,2,286,No,Home/Furniture,458
C09246,63,Freelancer,90604.0,683.0,1,209,No,Fashion,87
C09247,21,Employed,48443.0,665.0,1,242,No,Electronics,492
C09248,29,Employed,51950.0,730.0,1,182,No,Fashion,115
C09249,25,Employed,84642.0,675.0,1,175,No,Home/Furniture,474
C09250,43,Employed,107181.0,752.0,2,415,No,Travel,888
C09251,24,Employed,102970.0,613.0,2,258,No,Electronics,342
C09252,22,Freelancer,59284.0,557.0,2,322,No,Fashion,140
C09253,28,Employed,118886.0,620.0,1,33,No,Travel,946
C09254,58,Student,11702.0,585.0,5,645,No,Fashion,50
C09255,29,Freelancer,79436.0,604.0,2,253,No,Fashion,129
C09256,36,Unemployed,5000.0,512.0,0,0,Yes,Home/Furniture,512
C09257,19,Student,9595.0,560.0,2,456,No,Electronics,405
C09258,47,Student,9507.0,524.0,5,499,No,Fashion,119
C09259,38,Employed,45503.0,743.0,2,112,No,Fashion,122
C09260,43,Employed,82457.0,751.0,3,343,No,Electronics,720
C09261,43,Employed,82655.0,752.0,1,207,No,Travel,760
C09262,18,Student,16661.0,579.0,2,432,No,Groceries/Essentials,68
C09263,47,Freelancer,84404.0,585.0,1,128,No,Fashion,74
C09264,36,Employed,76741.0,679.0,1,152,No,Home/Furniture,148
C09265,59,Employed,117519.0,719.0,1,224,No,Fashion,50
C09266,38,Employed,105384.0,656.0,1,180,No,Travel,785
C09267,61,Unemployed,8821.0,584.0,1,154,No,Fashion,98
C09268,58,Employed,42977.0,703.0,2,343,No,Fashion,78
C09269,28,Student,12687.0,,4,636,Yes,Fashion,22
C09270,22,Employed,50431.0,752.0,2,354,No,Home/Furniture,317
C09271,53,Employed,96590.0,741.0,3,509,No,Electronics,471
C09272,47,Freelancer,42489.0,648.0,1,102,No,Electronics,298
C09273,27,Employed,,692.0,0,0,No,Fashion,92
C09274,47,Unemployed,14936.0,693.0,1,131,No,Fashion,100
C09275,18,Employed,78361.0,770.0,0,0,No,Electronics,477
C09276,44,Employed,104569.0,713.0,0,0,No,Fashion,52
C09277,38,Unemployed,5000.0,743.0,10,1481,No,Electronics,467
C09278,21,Employed,80574.0,847.0,2,275,No,Fashion,95
C09279,54,Employed,36663.0,786.0,0,0,No,Fashion,119
C09280,55,Student,9631.0,560.0,1,221,Yes,Electronics,686
C09281,20,Student,16160.0,644.0,1,133,No,Fashion,34
C09282,21,Freelancer,,593.0,3,329,Yes,Fashion,123
C09283,64,Employed,70704.0,676.0,1,137,No,Home/Furniture,411
C09284,42,Employed,72772.0,753.0,8,1390,No,Groceries/Essentials,69
C09285,58,Employed,83287.0,677.0,2,247,No,Fashion,93
C09286,46,Freelancer,59900.0,609.0,3,526,Yes,Fashion,101
C09287,25,Employed,37476.0,667.0,0,0,No,Home/Furniture,311
C09288,43,Employed,74672.0,744.0,3,505,No,Electronics,504
C09289,51,Freelancer,59212.0,608.0,1,98,Yes,Fashion,151
C09290,43,Employed,102884.0,645.0,3,330,No,Fashion,123
C09291,64,Freelancer,86229.0,667.0,1,156,No,Fashion,91
C09292,24,Employed,31696.0,638.0,1,201,Yes,Groceries/Essentials,29
C09293,42,Unemployed,5000.0,374.0,2,347,Yes,Travel,893
C09294,42,Employed,12827.0,738.0,0,0,No,Fashion,76
